sample_id,Al_pct,Mg_pct,Si_pct,Cu_pct,Zn_pct,Fe_pct,aging_temp_C,aging_time_hr,cooling_rate_Cps,grain_size_um,tensile_strength_MPa,elongation_pct,hardness_HV
770,97.93,1.99,1.36,0.53,0.8,0.194,217.2,8.8,17.18,,347.7,19.58,109.4
771,95.86,1.98,1.45,1.48,3.07,0.228,206.4,23.76,9.68,39.9,387.2,18.2,116.2
772,94.49,1.67,0.21,0.84,4.66,0.207,159.4,15.0,37.71,78.9,374.2,19.81,126.2
773,94.02,1.77,0.33,1.91,4.56,0.336,204.2,14.96,22.96,25.6,427.4,17.07,135.7
774,95.8,0.51,1.36,0.85,2.51,0.561,157.8,10.32,43.13,40.3,321.7,21.68,113.8
775,98.45,2.34,1.27,0.09,3.6,0.443,203.8,4.19,12.12,58.0,377.1,20.78,118.7
776,97.34,2.33,0.92,0.12,3.64,0.22,208.8,18.61,41.62,48.3,384.6,16.92,113.9
777,95.79,2.09,0.38,0.76,0.82,0.139,146.3,19.09,9.15,34.5,313.7,21.43,108.9
778,94.38,2.07,1.09,0.27,3.98,0.295,129.7,8.54,18.84,45.0,347.8,20.98,113.5
779,96.66,1.75,0.23,0.16,2.59,0.364,177.7,14.68,45.65,28.1,346.5,21.67,114.0
780,94.35,0.84,1.38,0.46,3.38,0.556,183.1,23.07,9.14,67.4,332.2,18.99,111.3
781,97.33,0.69,0.69,0.04,3.99,0.311,202.4,9.65,20.69,69.3,311.3,20.37,100.2
782,94.58,0.45,0.98,1.57,1.3,0.208,215.0,13.96,29.34,18.5,334.9,18.67,105.0
783,96.95,0.59,1.11,0.35,0.84,0.279,170.0,7.83,6.96,69.2,264.0,19.62,80.9
784,94.64,0.39,1.11,1.39,2.86,0.155,122.4,20.0,9.36,79.2,292.7,20.36,95.4
785,98.57,2.08,1.19,0.95,0.96,0.349,133.4,8.06,15.41,74.3,310.7,19.73,103.4
786,94.2,0.7,1.22,0.33,4.79,0.081,138.9,11.86,49.32,54.3,339.0,18.04,104.9
787,98.08,0.31,1.11,0.22,1.19,0.303,122.3,5.76,8.84,26.1,234.9,21.06,75.6
788,97.1,1.73,1.23,1.13,2.49,0.575,139.6,20.77,41.86,49.2,365.0,18.75,112.5
789,95.16,0.38,1.23,1.36,1.06,0.451,141.6,23.35,44.68,72.7,304.1,21.04,89.8
790,95.5,2.18,0.28,0.99,3.33,0.326,179.5,9.82,36.09,63.1,376.1,19.49,115.0
791,98.46,0.43,1.06,0.89,3.8,0.196,164.3,12.06,9.32,50.7,315.4,21.97,102.5
792,95.26,1.48,0.53,1.15,4.13,0.327,188.8,4.51,13.46,72.1,329.7,17.24,105.6
793,97.17,1.47,0.98,1.98,0.83,0.198,126.6,9.02,24.55,69.4,298.1,16.02,95.9
794,96.97,0.6,0.56,0.59,1.41,0.174,175.4,13.6,2.01,50.2,292.1,18.92,96.7
795,94.5,2.5,1.36,1.56,0.73,0.132,125.2,10.89,31.75,29.7,352.3,18.23,103.5
796,94.78,2.36,0.95,0.37,2.72,0.579,138.4,6.6,38.92,11.6,380.8,17.15,128.0
797,98.96,1.05,0.77,1.15,1.14,0.559,177.8,4.48,14.43,27.5,300.8,18.85,81.7
798,98.0,1.37,0.92,1.19,0.71,0.361,185.5,11.43,22.18,47.9,325.6,20.35,106.1
799,95.73,2.25,0.44,0.47,2.19,0.158,202.6,10.86,16.86,62.0,350.0,17.33,118.2
800,98.93,1.02,0.86,0.9,4.07,0.181,155.5,2.34,39.35,32.6,360.8,16.01,117.3
801,94.91,2.14,0.81,0.73,3.85,0.3,134.7,4.94,49.15,57.9,377.4,19.84,120.4
802,95.24,0.74,0.92,0.65,2.85,0.539,140.9,21.66,32.81,18.4,322.4,17.35,102.6
803,95.35,1.65,0.11,1.98,1.43,0.096,161.5,13.48,42.8,,372.1,17.32,118.8
804,94.35,1.46,1.05,0.8,3.85,0.507,123.8,5.74,7.66,11.4,361.5,16.53,114.6
805,95.79,0.6,0.27,1.6,1.81,0.353,195.8,16.38,25.86,12.5,357.9,16.7,111.6
806,98.26,1.48,0.46,1.02,3.42,0.527,214.1,15.95,39.03,64.4,364.7,21.29,113.9
807,96.27,1.64,0.81,1.04,0.53,0.55,145.7,13.15,26.74,79.9,312.5,18.1,105.2
808,96.62,2.15,0.36,0.45,1.72,0.12,125.3,6.71,48.95,62.1,305.7,20.95,98.7
809,95.88,0.36,1.14,1.83,1.39,0.515,142.3,13.31,6.02,50.2,289.9,20.59,97.2
810,94.29,2.45,0.5,0.5,3.16,0.055,198.8,13.37,10.03,9.9,399.9,16.61,140.7
811,96.93,2.61,0.48,0.68,1.07,0.226,199.0,2.9,2.98,6.9,369.9,17.26,117.6
812,96.99,2.12,0.91,0.06,3.14,0.517,152.1,22.79,26.45,26.0,367.8,18.85,121.0
813,98.34,2.81,1.16,1.96,2.35,0.089,189.3,14.44,37.86,20.3,440.4,18.45,139.4
814,97.49,2.94,0.29,0.83,2.37,0.59,203.7,17.55,21.96,8.7,440.9,15.44,136.5
815,97.4,1.62,0.85,1.92,3.35,0.401,162.2,21.37,31.09,37.0,391.0,19.02,111.7
816,98.84,0.27,0.87,1.57,3.83,0.471,165.0,9.55,18.09,28.0,316.3,19.77,98.6
817,95.64,1.98,1.24,0.63,0.05,0.098,121.3,14.18,19.42,56.6,288.8,21.05,90.9
818,97.81,0.72,1.4,0.16,3.48,0.586,147.5,20.79,41.11,5.3,399.1,17.57,130.1
819,94.23,0.36,0.41,1.2,2.54,0.33,127.2,3.84,5.62,75.9,254.2,19.74,79.8
820,95.24,0.74,0.92,0.65,2.85,0.539,140.9,21.66,32.81,18.4,322.4,17.35,102.6
821,95.34,2.84,1.31,0.47,4.83,0.563,216.8,9.35,23.13,74.3,414.9,14.83,132.3
822,95.01,2.0,1.43,0.17,2.18,0.579,197.3,17.62,25.08,46.7,337.8,20.27,110.2
823,95.63,1.83,0.66,1.82,4.44,0.508,164.4,9.26,41.05,50.5,384.5,21.56,115.2
824,98.07,1.62,0.68,0.35,4.47,0.055,155.5,18.62,17.55,13.7,399.8,19.67,131.3
825,95.05,0.66,0.95,1.67,1.03,0.55,216.0,7.47,41.91,10.5,343.4,22.21,112.9
826,95.6,2.2,0.43,1.19,4.84,0.274,169.3,22.22,32.07,16.2,449.9,16.74,147.8
827,95.67,1.05,0.62,1.87,3.26,0.157,120.7,2.26,21.08,27.2,328.5,23.43,104.2
828,94.09,0.42,1.37,0.85,3.14,0.224,159.6,15.92,17.2,51.8,337.8,19.09,102.3
829,97.79,1.91,0.76,0.36,2.57,0.444,131.9,18.35,6.05,26.6,341.0,20.28,100.8
830,96.75,2.87,0.31,0.0,3.59,0.315,202.5,12.14,20.34,70.3,374.7,18.53,113.0
831,97.49,2.9,0.28,1.26,3.92,0.161,219.7,10.03,48.63,37.5,414.5,15.8,118.4
832,98.83,2.55,0.8,1.12,2.64,0.489,145.6,4.01,19.02,34.0,347.7,18.75,112.2
833,97.42,2.62,0.74,1.42,0.17,0.552,194.6,11.05,3.96,,329.1,22.17,113.3
834,95.22,1.27,0.38,1.13,3.23,0.33,208.4,6.87,16.77,54.0,310.6,21.9,108.4
835,94.22,2.63,1.35,1.19,1.49,0.406,208.3,16.77,32.14,47.3,389.0,19.87,130.2
836,98.93,1.74,0.15,0.06,0.14,0.479,147.7,22.75,9.24,21.1,303.5,19.8,95.2
837,98.36,1.38,1.5,1.82,1.36,0.507,213.7,14.32,33.4,33.0,347.5,16.13,104.2
838,97.29,1.21,0.78,0.08,0.04,0.17,123.3,2.74,43.52,25.4,263.2,19.18,76.8
839,96.66,0.56,0.7,0.11,1.05,0.549,180.6,4.36,38.88,42.2,272.2,20.02,87.0
840,94.31,1.03,1.13,0.08,1.77,0.16,145.3,4.28,31.5,74.4,279.0,22.67,98.4
841,94.07,1.57,1.47,0.76,3.47,0.367,191.3,2.26,20.19,32.9,347.8,20.97,110.4
842,95.62,2.02,1.27,0.94,1.76,0.106,143.4,9.13,30.63,19.4,368.8,18.66,123.3
843,95.61,1.69,0.47,0.62,0.5,0.252,152.7,13.07,1.01,44.9,292.2,20.9,94.5
844,97.52,1.47,0.37,1.03,3.02,0.182,181.4,7.82,28.12,62.7,325.4,20.88,105.6
845,94.43,0.39,0.8,0.36,0.13,0.279,190.8,12.76,20.32,31.4,280.8,20.62,81.5
846,98.69,2.15,0.48,1.16,4.17,0.475,184.8,21.56,28.09,56.4,408.7,18.14,132.7
847,95.96,2.26,1.12,0.48,3.06,0.433,148.3,15.02,21.5,36.5,360.2,19.96,123.0
848,96.68,1.41,1.17,0.85,0.05,0.094,195.1,22.08,31.26,19.8,328.5,16.07,104.0
849,94.53,0.29,0.14,1.56,2.98,0.564,126.9,14.72,24.14,,292.0,22.16,96.4
850,94.98,0.59,1.1,0.92,0.83,0.258,122.3,8.36,6.82,64.9,227.9,21.04,77.7
851,96.31,0.32,1.42,0.73,4.92,0.494,214.4,14.41,35.63,12.5,381.9,19.09,125.4
852,98.86,0.88,0.15,1.38,3.66,0.486,209.8,10.84,45.24,64.2,328.4,18.59,97.2
853,94.71,2.32,0.77,1.34,3.32,0.447,168.9,9.55,1.26,64.7,360.9,19.79,119.4
854,98.97,2.81,1.36,0.83,0.5,0.194,124.0,10.32,5.72,57.6,332.4,19.83,102.7
855,94.89,1.59,0.21,1.48,3.79,0.562,186.1,18.11,42.59,39.8,405.9,18.13,126.1
856,98.49,0.41,1.23,0.13,2.87,0.404,122.5,2.21,26.35,51.1,257.4,22.45,87.2
857,95.71,2.74,0.2,0.05,0.52,0.491,169.5,18.1,26.13,79.8,331.3,18.04,104.4
858,95.2,1.82,0.26,1.82,0.26,0.347,124.2,4.0,6.22,62.9,283.9,20.97,90.6
859,96.13,1.32,1.44,0.16,3.76,0.17,170.4,3.56,1.35,27.0,324.9,19.92,102.4
860,97.5,0.86,1.39,1.98,0.04,0.359,124.4,2.92,17.89,43.3,268.4,21.23,77.4
861,98.57,0.52,0.41,0.7,2.94,0.252,147.1,2.42,15.07,51.0,269.0,20.33,93.1
862,95.23,0.32,0.12,1.3,3.89,0.233,139.4,7.57,24.08,15.0,320.4,19.88,107.9
863,98.68,2.13,1.25,0.71,2.19,0.391,180.8,13.82,4.85,50.0,341.1,18.66,109.8
864,97.51,2.43,0.26,1.11,2.42,0.514,207.2,13.74,36.31,14.8,389.8,17.64,136.5
865,95.03,1.52,0.76,0.8,0.82,0.361,215.1,3.28,45.36,66.1,291.4,18.26,87.5
866,95.29,2.04,0.92,1.6,2.75,0.062,188.7,12.2,27.58,27.5,395.6,17.08,125.0
867,95.4,0.89,0.12,1.15,3.31,0.243,159.4,23.56,5.83,35.1,321.3,20.74,98.4
868,97.03,2.25,0.94,0.27,4.74,0.493,136.4,10.58,24.0,17.7,374.9,17.7,115.3
869,95.35,2.8,0.19,1.4,0.15,0.097,158.3,18.19,41.74,71.7,353.4,20.27,117.3
870,95.74,1.3,0.79,0.19,0.85,0.281,191.9,3.47,23.42,74.1,282.3,20.54,81.1
871,96.46,1.49,1.09,1.36,1.3,0.457,207.9,16.02,20.01,50.4,317.2,19.93,96.8
872,98.39,1.59,1.21,0.45,4.68,0.186,132.0,16.49,45.58,,378.1,17.07,117.7
873,94.18,1.39,0.78,0.42,4.7,0.142,146.8,13.3,34.71,56.0,355.0,18.4,118.6
874,98.28,0.71,1.49,0.83,3.02,0.143,198.9,10.6,24.17,28.2,321.3,20.9,94.3
875,96.83,1.19,0.58,1.99,4.4,0.196,166.8,12.32,26.81,69.5,380.7,17.66,118.6
876,96.78,1.39,0.86,1.27,1.52,0.055,201.0,16.69,23.56,59.7,334.4,18.08,106.6
877,95.19,2.82,0.24,1.16,1.06,0.492,174.3,22.91,35.14,74.3,367.5,17.62,115.6
878,96.01,1.41,1.07,1.1,0.04,0.186,218.1,21.17,27.4,31.8,316.2,19.95,101.4
879,94.89,2.09,1.08,1.37,4.61,0.542,132.7,15.29,40.74,63.1,386.7,19.04,115.9
880,97.48,0.36,0.24,0.34,3.31,0.104,210.8,16.93,25.63,21.1,317.9,19.18,109.9
881,97.07,2.92,0.6,0.28,2.83,0.41,164.1,2.12,23.34,23.3,349.9,17.41,99.9
882,97.74,2.4,0.92,1.64,4.34,0.364,210.1,23.16,7.96,65.8,417.7,16.31,142.5
883,97.63,1.41,0.48,1.06,0.6,0.184,136.2,13.65,46.36,74.5,301.4,20.04,102.5
884,96.0,2.72,0.1,0.05,1.22,0.563,181.8,22.04,5.03,7.8,398.3,18.23,117.7
885,97.6,2.64,1.24,0.29,4.56,0.594,193.2,14.39,40.89,56.0,423.4,17.01,147.1
886,95.77,0.39,1.33,0.93,0.67,0.122,187.8,5.08,19.76,5.8,324.0,20.41,103.4
887,97.2,2.26,1.22,1.75,2.85,0.216,141.9,6.48,15.76,17.7,396.0,18.44,118.1
888,96.62,2.11,0.15,1.69,4.1,0.351,191.5,14.56,47.0,57.5,405.6,16.96,132.5
889,96.06,1.23,0.23,1.75,3.54,0.503,124.9,12.14,3.62,33.6,340.9,20.45,106.5
890,94.59,0.85,0.17,1.66,1.94,0.38,187.2,5.15,18.34,59.3,299.2,18.02,90.6
891,96.57,0.97,1.44,1.74,0.84,0.121,131.0,23.69,43.74,74.4,324.0,21.11,99.9
892,97.25,2.33,0.18,1.76,1.18,0.251,121.3,17.62,19.24,25.5,355.9,18.79,110.7
893,98.74,2.24,1.21,0.09,3.21,0.353,203.9,19.91,44.77,55.9,374.3,17.57,118.6
894,98.48,1.89,0.69,1.11,0.44,0.126,161.3,17.62,17.2,52.1,346.7,18.81,117.3
895,98.65,1.82,0.93,0.88,3.99,0.203,219.0,10.88,43.03,24.9,398.0,17.17,123.4
896,94.78,0.76,0.76,0.27,3.52,0.266,168.1,8.52,21.77,48.1,326.0,21.12,116.0
897,98.46,1.99,0.79,1.68,3.63,0.479,186.4,8.24,38.79,67.3,382.1,17.17,129.8
898,96.62,2.46,0.69,1.99,4.06,0.577,214.9,17.12,48.73,52.2,424.4,17.33,136.8
899,96.75,0.37,1.36,1.89,1.59,0.39,156.9,8.89,14.61,61.0,281.3,23.71,77.8
900,95.29,2.65,1.34,1.47,1.47,0.178,165.7,12.34,19.36,34.2,384.3,20.04,129.5
901,96.51,1.24,0.67,0.82,3.71,0.318,167.1,10.22,16.03,74.7,332.0,21.53,100.6
902,96.83,0.39,1.33,0.15,3.41,0.222,165.5,23.12,32.74,14.8,343.6,16.9,118.3
903,94.7,1.85,1.04,0.04,3.19,0.236,205.3,11.15,21.29,13.3,398.4,18.92,120.0
904,96.42,2.37,0.57,1.62,2.06,0.347,192.8,8.72,13.76,44.8,370.2,19.91,126.7
905,97.23,0.77,1.43,1.87,3.64,0.527,148.0,15.34,36.76,74.3,354.7,19.26,117.0
906,96.32,1.23,0.31,0.66,3.87,0.581,213.6,2.21,41.57,8.2,339.1,18.48,109.8
907,94.96,0.4,0.51,0.89,1.97,0.556,143.4,4.37,10.87,29.2,251.3,23.64,79.2
908,95.02,2.42,0.19,1.22,1.55,0.543,210.5,21.85,9.16,30.1,392.5,15.96,120.8
909,94.42,2.18,0.6,0.4,2.38,0.353,179.2,2.99,49.28,68.9,341.3,17.98,108.7
910,98.92,1.89,0.32,1.21,2.59,0.336,138.3,2.43,3.35,6.1,361.2,19.41,132.6
911,97.53,2.23,1.2,0.5,0.35,0.327,157.9,12.29,20.09,23.0,330.1,21.01,107.6
912,96.05,2.2,1.3,1.48,4.83,0.321,203.3,2.01,1.13,40.5,383.5,19.02,117.7
913,96.52,2.86,0.64,0.05,1.55,0.054,214.6,15.41,26.11,6.7,447.3,18.48,135.3
914,98.21,0.48,0.35,1.8,4.99,0.153,194.8,20.22,36.21,8.5,411.6,18.48,132.1
915,94.43,1.0,0.39,0.76,1.45,0.099,150.3,20.02,35.25,18.1,300.2,19.41,91.5
916,98.03,2.21,1.49,1.74,1.38,0.361,127.4,16.7,40.98,53.0,375.0,16.92,120.6
917,95.88,2.39,0.89,1.7,2.28,0.085,152.0,11.66,38.1,32.1,403.7,18.46,130.5
918,96.81,2.13,0.64,0.47,1.2,0.36,169.3,22.65,42.48,32.1,353.7,19.05,113.4
919,94.49,2.04,1.02,1.67,1.74,0.169,145.7,21.37,8.59,58.8,365.7,19.37,121.6
920,98.38,2.93,1.39,0.51,2.67,0.469,144.7,9.46,39.98,64.9,390.3,18.92,130.0
921,98.91,1.72,1.31,1.16,2.05,0.522,174.4,18.3,24.53,,345.1,20.39,118.4
922,98.39,2.07,0.32,0.11,1.71,0.446,195.3,4.36,29.4,67.0,323.7,18.77,100.4
923,97.39,2.92,0.67,1.09,2.38,0.079,187.4,10.65,38.54,34.3,407.7,15.45,133.7
924,94.85,0.29,1.17,1.32,2.18,0.27,207.1,10.17,43.29,79.1,325.0,18.62,103.2
925,98.07,1.77,1.25,0.26,0.67,0.173,196.9,18.41,29.42,11.3,370.4,16.61,128.2
926,97.02,1.94,0.48,0.57,4.68,0.27,132.7,20.27,47.95,13.4,397.9,16.68,131.7
927,94.89,1.19,0.45,0.25,4.79,0.251,218.6,17.95,15.97,71.1,337.0,19.12,105.3
928,98.26,2.63,0.62,1.23,0.93,0.236,146.8,7.01,3.73,54.1,345.9,19.23,113.5
929,96.58,1.82,0.27,1.03,1.83,0.257,161.5,18.37,42.4,64.2,343.4,19.94,105.9
930,97.36,0.93,0.81,0.8,1.29,0.327,194.2,22.48,26.44,15.9,347.6,19.25,108.2
931,96.24,2.07,1.18,0.52,3.04,0.284,164.8,17.6,1.69,23.7,378.1,19.23,124.8
932,94.51,1.09,0.67,0.83,0.72,0.175,145.8,22.76,36.4,34.4,297.2,20.54,106.3
933,98.22,1.88,0.97,1.0,0.35,0.591,132.6,20.57,26.73,,311.7,18.77,104.8
934,95.75,0.47,0.7,1.48,0.76,0.198,210.1,10.61,33.04,25.0,307.4,21.65,110.7
935,98.09,2.37,0.2,1.15,3.64,0.483,129.5,21.22,5.37,7.8,407.3,16.99,140.7
936,97.75,1.56,0.26,1.16,3.38,0.562,137.6,15.94,47.67,48.5,338.7,21.42,103.8
937,96.59,1.35,0.26,0.98,4.19,0.122,197.2,9.25,41.46,63.9,358.7,19.2,112.9
938,95.3,0.98,0.62,1.17,3.28,0.518,194.2,5.62,35.94,33.1,340.0,19.76,115.8
939,98.0,0.93,0.55,1.15,1.33,0.571,207.3,22.88,39.06,,318.0,22.31,103.5
940,95.47,2.39,0.54,0.14,0.06,0.401,153.4,19.84,9.55,44.9,317.7,18.01,101.2
941,94.91,0.92,0.88,0.32,4.17,0.149,153.3,8.16,18.67,67.5,344.3,18.97,104.5
942,97.32,2.12,0.41,1.0,3.17,0.159,201.6,19.18,31.87,5.6,448.0,16.55,144.5
943,96.41,2.39,0.71,1.19,3.16,0.212,208.5,10.32,42.44,80.0,377.4,19.37,111.2
944,97.57,2.94,0.38,1.4,3.04,0.277,140.0,9.66,26.12,19.5,412.9,17.21,126.6
945,97.17,1.94,0.17,1.06,1.46,0.187,174.1,16.44,48.57,41.4,349.5,18.57,112.0
946,96.87,1.11,0.33,0.39,3.78,0.268,159.7,9.62,17.3,8.3,368.4,18.3,118.8
947,97.48,0.52,1.29,1.64,1.1,0.535,161.8,8.34,33.45,37.2,298.6,20.64,102.1
948,96.47,0.76,0.79,0.06,0.4,0.458,217.8,23.52,28.05,16.5,313.2,18.76,91.5
949,94.13,1.98,1.47,1.87,0.45,0.159,156.4,5.74,27.07,14.6,372.1,19.19,126.7
950,94.29,2.11,0.61,1.65,0.39,0.335,145.3,2.08,40.88,26.8,343.8,20.41,107.7
951,97.58,0.87,1.28,0.84,2.9,0.156,181.0,8.39,15.44,28.2,340.7,20.38,109.3
952,96.0,2.72,0.1,0.05,1.22,0.563,181.8,22.04,5.03,7.8,398.3,18.23,117.7
953,95.67,2.82,0.22,1.2,4.1,0.586,200.1,13.71,30.45,9.9,447.0,16.13,133.5
954,97.32,2.46,0.49,0.7,4.24,0.235,217.1,7.5,31.64,70.8,386.6,17.53,125.4
955,97.03,0.9,1.3,0.72,3.28,0.305,212.3,12.48,10.59,65.4,312.4,21.1,109.7
956,96.86,0.23,0.67,1.74,1.13,0.255,141.0,10.78,21.97,30.8,298.3,25.0,88.7
957,97.22,0.77,1.11,0.42,3.2,0.391,193.3,16.6,40.49,22.5,350.4,18.01,116.3
958,98.64,0.7,0.6,1.31,3.01,0.384,190.8,11.88,20.93,58.5,333.8,18.62,103.2
959,98.0,2.34,0.5,1.17,1.37,0.47,125.7,10.07,17.23,36.3,355.2,17.07,112.7
960,97.16,2.63,0.64,0.44,0.61,0.265,186.6,17.11,33.4,,394.3,17.05,126.7
961,98.39,3.0,0.95,0.21,3.69,0.513,157.3,14.19,34.96,7.5,450.7,16.68,145.3
962,98.09,2.6,0.62,1.47,4.48,0.177,139.9,7.55,23.2,76.2,391.0,18.4,128.7
963,94.98,1.95,0.8,1.18,1.02,0.327,202.1,10.77,37.73,41.4,352.5,20.02,116.2
964,97.95,0.3,0.84,0.63,0.72,0.267,187.7,4.3,44.82,49.5,253.8,20.95,76.6
965,95.47,1.82,1.01,0.98,2.24,0.494,128.3,21.27,26.9,39.8,350.1,21.43,112.9
966,98.36,1.17,1.0,0.64,3.42,0.348,190.4,10.26,17.7,5.3,407.1,15.86,132.9
967,94.42,0.67,0.18,1.88,2.37,0.271,189.1,17.71,10.8,15.3,372.5,18.11,115.3
968,94.82,0.38,1.27,1.63,1.46,0.494,136.9,22.91,43.75,56.7,303.5,20.37,94.8
969,97.4,2.65,0.81,1.02,3.08,0.54,174.8,16.02,32.92,57.1,374.3,17.8,114.5
970,98.61,0.99,0.65,0.25,3.58,0.34,130.4,14.55,25.1,54.2,318.8,18.75,93.8
971,96.8,2.4,0.2,0.79,3.91,0.217,121.5,2.98,19.08,31.7,334.3,20.82,98.3
972,98.13,1.19,1.44,0.31,3.59,0.53,210.4,23.82,30.76,61.7,360.9,17.86,111.2
973,95.16,0.75,0.69,1.95,2.26,0.097,171.0,9.99,12.92,34.8,335.4,19.44,109.7
974,98.19,2.76,0.29,0.89,0.8,0.107,124.9,22.82,30.7,14.9,353.5,18.5,107.6
975,94.2,2.05,0.87,0.21,3.44,0.528,142.3,8.31,48.82,14.0,389.3,18.19,118.8
976,95.21,1.47,1.1,1.96,3.85,0.13,162.4,16.76,1.98,55.9,384.1,16.71,122.3
977,97.26,0.5,0.64,0.05,2.5,0.164,215.1,15.44,1.49,9.4,323.0,20.86,117.0
978,94.07,2.21,0.18,1.25,0.5,0.346,142.5,7.55,12.14,29.3,306.5,21.75,101.2
979,97.19,1.16,0.12,0.5,1.66,0.478,133.0,7.22,28.36,32.2,299.1,20.3,90.0
980,97.08,1.3,0.76,1.63,4.66,0.116,167.9,11.54,42.6,61.6,368.2,16.64,115.1
981,95.42,2.28,0.22,0.01,3.97,0.481,171.3,10.76,14.0,30.5,358.3,16.19,114.2
982,97.69,0.92,0.25,0.36,2.73,0.422,172.4,10.45,6.08,30.7,312.9,20.2,103.0
983,97.74,2.91,1.0,1.28,1.21,0.431,153.6,4.52,39.73,55.5,352.5,17.72,102.1
984,94.77,1.2,0.11,0.87,2.85,0.495,145.8,22.6,3.23,25.3,331.3,17.71,109.1
985,94.47,0.22,0.63,0.44,1.2,0.442,169.6,15.34,46.87,51.4,272.7,19.58,89.9
986,94.7,2.67,1.18,0.05,0.72,0.277,173.0,17.96,35.59,28.4,359.9,18.62,119.0
987,95.33,1.38,0.2,0.87,1.43,0.431,205.8,13.65,1.55,23.4,304.5,17.5,96.3
988,98.57,2.25,1.16,1.23,1.33,0.471,216.4,23.47,5.43,,373.5,17.21,125.4
989,98.85,1.46,0.3,0.29,4.27,0.5,137.1,23.57,13.07,61.8,337.3,17.0,117.8
990,97.01,0.97,1.48,1.85,1.23,0.395,158.3,13.21,11.06,63.2,323.1,22.03,105.9
991,97.61,2.37,0.19,0.52,1.16,0.303,206.3,13.26,13.08,26.0,344.2,19.81,117.3
992,98.48,0.32,0.28,1.24,3.59,0.462,192.7,8.51,12.12,64.1,312.9,20.5,95.4
993,95.21,0.77,1.28,1.82,1.37,0.492,164.2,17.45,34.18,64.0,336.4,18.91,103.1
994,99.0,1.95,1.03,0.44,1.58,0.546,134.1,7.0,12.38,15.5,335.7,19.02,105.3
995,97.34,1.0,1.46,1.47,3.77,0.32,173.2,22.87,31.0,24.6,396.9,18.41,138.8
996,98.66,1.41,1.3,0.58,0.22,0.474,205.3,4.95,35.63,13.0,310.1,20.28,104.3
997,98.82,2.49,0.59,1.69,1.52,0.471,154.2,9.71,44.81,24.8,387.1,18.4,128.8
998,98.3,2.41,1.44,0.18,1.13,0.215,193.8,19.19,11.02,36.5,354.1,19.26,126.7
999,95.96,0.96,1.14,1.2,0.73,0.569,171.0,16.54,13.25,73.0,301.7,21.36,86.9
1000,95.7,2.7,0.42,0.66,4.43,0.196,190.3,17.96,22.75,49.2,402.3,17.49,129.5
1001,94.98,1.58,0.98,1.02,4.69,0.32,124.4,10.4,10.58,15.1,387.4,17.48,123.6
1002,95.92,0.87,0.21,1.13,1.91,0.248,138.1,19.34,25.98,43.1,294.9,20.97,92.4
1003,96.09,1.44,0.94,1.66,2.11,0.478,122.2,12.71,22.78,75.4,329.5,17.26,107.6
1004,98.74,0.29,0.5,0.7,0.78,0.179,174.4,20.97,33.58,24.2,308.3,19.02,103.2
1005,94.12,2.17,1.17,0.24,4.85,0.408,142.8,12.05,13.0,24.1,392.0,19.17,113.3
1006,94.03,1.16,1.19,1.41,4.68,0.194,181.8,12.92,24.64,24.3,389.2,17.45,123.6
1007,95.88,1.72,0.12,1.92,4.19,0.469,163.9,5.88,18.91,33.6,396.7,18.45,124.6
1008,94.38,1.98,0.17,0.26,2.23,0.309,154.2,10.27,42.61,8.3,385.1,18.62,124.6
1009,94.86,2.21,1.35,1.11,3.39,0.571,188.1,10.5,30.25,38.7,379.6,17.6,122.6
1010,96.29,2.39,0.98,0.06,1.63,0.182,131.3,13.51,24.73,67.6,322.1,21.36,110.4
1011,95.85,1.44,1.0,0.82,3.33,0.457,184.5,7.83,35.8,58.4,338.8,19.93,109.8
1012,94.44,1.03,0.97,1.93,1.24,0.494,151.5,11.59,16.75,36.6,327.4,20.75,101.7
1013,97.8,1.79,1.17,1.55,3.05,0.236,130.6,12.31,20.27,67.6,369.5,21.28,130.3
1014,96.74,0.78,1.28,1.38,0.83,0.323,162.4,11.2,6.54,43.5,294.4,20.62,90.6
1015,97.52,2.11,0.86,0.32,0.4,0.154,155.1,3.76,34.18,72.5,292.2,21.9,88.1
1016,94.2,2.9,0.6,0.22,1.41,0.155,175.8,4.43,18.07,17.1,358.5,17.91,116.5
1017,96.98,0.33,1.49,0.62,2.37,0.206,165.2,6.16,37.38,,297.6,20.68,96.3
1018,96.93,0.64,1.38,1.08,2.63,0.217,142.8,2.34,27.54,72.5,296.3,21.23,101.1
1019,94.93,0.57,0.45,1.63,4.22,0.134,155.8,2.67,16.2,20.9,368.6,19.35,118.0
1020,96.66,1.54,1.47,0.76,2.89,0.293,203.3,20.22,19.28,70.6,362.7,19.41,109.3
1021,98.5,1.2,0.38,1.3,4.9,0.176,212.1,21.01,43.41,8.2,413.5,17.48,141.9
1022,96.9,0.57,1.41,0.64,0.42,0.549,149.9,6.16,2.84,79.2,255.6,20.05,76.7
1023,95.63,1.65,1.47,1.13,4.42,0.302,170.4,18.85,23.08,57.1,402.9,16.43,125.5
1024,94.47,0.86,1.25,0.43,4.88,0.434,185.0,20.64,13.39,54.5,358.6,17.79,114.2
1025,96.2,0.72,0.32,0.42,1.37,0.527,163.4,11.11,2.06,40.6,273.6,22.47,99.7
1026,95.31,2.54,1.19,0.63,1.88,0.29,148.8,7.43,45.15,28.0,363.5,17.97,107.5
